Res.rdf,Mead.Pool Elevation,Monthly,NA,Bronco Pool Elevation
Res.rdf,Mead.Storage,Monthly,NA,Bronco Storage
Res.rdf,Powell.Pool Elevation,Monthly,NA,Deep Snow Pool Elevation
Res.rdf,Powell.Storage,Monthly,NA,Deep Snow Storage
